OSM_ID;BUILDING;A_STRT;A_SBRB;A_HSNMBR;B_LEVELS;NAME
105156387;yes;улица Карла Маркса;;2;;
90251806;detached;Федосеевская улица;;23А;;
227222910;yes;улица Некрасова;;27;4;
103455156;yes;улица Горького;;14;;
321421476;yes;;;;;
104638467;yes;Старая улица;;15;2;
392790945;apartments;улица Мартына Межлаука;;2/42;5;
309215891;yes;;;;;
81560021;yes;улица Нариманова;;2;3;
98534779;detached;улица Набережная Казанки;;11;;
106312174;yes;улица Мартына Межлаука;;1;4;
99038774;yes;улица Баумана;;86;4;
417539275;yes;;;;;
-5671080;yes;улица Карла Маркса;;;;
91856627;yes;;;;;Анатомический театр КГМУ
111719098;yes;улица Тельмана;;40;;
106312149;yes;;;;;
104536085;yes;улица Бутлерова;;16 к3;;
236736823;yes;Привокзальная площадь;;7;;
157683909;yes;;;;;
91856570;yes;улица Дзержинского;;23/3;;
253055352;yes;улица Тази Гиззата;;26;;
91856538;yes;улица Лобачевского;;2;;Казанский научный центр РАН
128508885;yes;Московская улица;;49;;УСК «Москва»
121535853;yes;Право-Булачная улица;;37;5;
111719100;yes;;;;;
154197885;yes;улица Карла Маркса;;6;6;
130106025;yes;улица Жуковского;;26;;
104528780;yes;улица Бутлерова;;20 к2;;
240896543;yes;улица Габдуллы Тукая;;21;;
305819245;yes;улица Галиаскара Камала;;5А;;
87009792;yes;Кремлёвская улица;;33;;
251795814;yes;;;;;
91641096;service;;;;;
91856630;yes;Большая Красная улица;;30;;
305819244;yes;улица Галиаскара Камала;;5;;
173581616;yes;Большая Красная улица;;47;2;
-5671081;yes;улица Карла Маркса;;45;;
157683929;yes;;;;;
115079106;yes;;;;;
322508776;yes;улица Баумана;;9;;
231894301;yes;улица Жуковского;;28;;
104424245;yes;;;;;
104277480;yes;улица Некрасова;;32А;;
247787105;yes;Большая Красная улица;;8;5;
103455112;yes;улица Горького;;15;2;
157683914;yes;;;;;
104536111;yes;Катановский переулок;;3;;
90178067;yes;;;;;
193251300;yes;улица Бутлерова;;25;;
104528775;yes;;;;;
115151871;yes;;;;;
322508778;yes;;;;;
130106027;yes;улица Жуковского;;30;;
231904979;yes;улица Тельмана;;29;;
81560037;yes;Московская улица;;2;2;ЦУМ
91856556;yes;улица Лобачевского;;5;;
104638468;yes;Старая улица;;15А;;
91856580;yes;улица Дзержинского;;24/3;;
90178076;yes;Профсоюзная улица;;;;
90178083;yes;улица Карла Маркса;;5;4;
90178086;yes;улица Островского;;1;5;
92033654;yes;;;;;
188331333;yes;улица Кировская Дамба;;1;2;
90155360;yes;улица Мусы Джалиля;;7;3;
241592420;yes;Привокзальная площадь;;;;
91856644;yes;;;;;
422836373;yes;;;;;
104413326;yes;улица Карла Маркса;;54Б;;
-4021578;yes;улица Маяковского;;23А;;
417000132;yes;;;;;
306736741;yes;улица Карла Маркса;;28;;
236736825;yes;Привокзальная площадь;;3;;
104528784;yes;улица Бутлерова;;20А;;
115151857;yes;улица Баумана;;;2;Медведь
90251781;yes;Большая Красная улица;;1Б;5;
90251771;yes;Федосеевская улица;;36;4;Дворец земледельцев
104413324;yes;улица Карла Маркса;;54А;4;
324744806;yes;Большая Красная улица;;50;;
115079101;school;улица Жуковского;;18;;
115079111;yes;Большая Красная улица;;47А;;
106312165;yes;;;;4;
115151877;yes;;;;;
111719055;yes;улица Карла Фукса;;12;4;
98534781;detached;улица Набережная Казанки;;7;;
157683917;yes;;;;;
99038776;yes;улица Баумана;;49;2;
106312166;yes;Московская улица;;53/6;;
98534717;detached;Федосеевская улица;;29;;
105157449;yes;улица Миславского;;9;;
104424225;yes;улица Горького;;15 к1;;
173332939;yes;улица Гоголя;;3А;5;
385953689;yes;улица Некрасова;;;2;
91856563;yes;улица Лобачевского;;13;;
104173242;yes;улица Маяковского;;29А;;
417539267;yes;;;;;
95948962;yes;улица Николаева;;5;5;
106312169;yes;улица Мартына Межлаука;;1 к1;;
498858372;yes;улица Саид-Галеева;;27;;
194885202;yes;улица Островского;;4;3;
104638469;church;улица Ульянова-Ленина;;11;;Кафедральный собор Покрова Пресвятой Богородицы
231894302;yes;улица Жуковского;;30А;;
111719093;yes;улица Тельмана;;36;;
323945654;yes;улица Некрасова;;31;5;
111719095;yes;улица Тельмана;;21;;
225812754;yes;;;;;
91856565;yes;улица Карла Маркса;;25;5;
104528779;apartments;улица Бутлерова;;20;;
419282416;yes;;;;;
167974694;yes;улица Гоголя;;1;2;
241601223;yes;Московская улица;;1В;;
253055362;yes;;;;;
417539258;yes;;;;;
129284990;garages;улица Жуковского;;24;;
90251731;detached;Федосеевская улица;;29;;
90155401;yes;Кремлёвская улица;;2А;6;
115151861;yes;Профсоюзная улица;;46;2;
106312156;yes;;;;4;
253055365;yes;;;;;
428303341;yes;;;;;
157683902;church;улица Михаила Худякова;;4;;Тихвинская церковь Божией Матери
104173248;yes;улица Маяковского;;29Б;;
428303387;yes;;;;;
115079110;yes;Большая Красная улица;;52;;
90155367;yes;улица Баумана;;42/9;;
104528799;yes;улица Бутлерова;;20 к1;;
92033657;yes;;;;;
251709127;yes;улица Бутлерова;;22;;
367846128;yes;улица Бутлерова;;;;
428303392;yes;;;;1;
378326105;yes;;;;;
115079090;yes;улица Карла Маркса;;47;;
157718418;yes;улица Островского;;38А;1;
224607485;yes;улица Рустема Яхина;;8;5;
157683896;yes;улица Габдуллы Тукая;;31;;
433786479;chapel;;;;1;
105155998;yes;Кремлёвская улица;;9;2;
115079112;yes;улица Карла Маркса;;47;2;
91856536;yes;Кремлёвская улица;;18 к13;;
173581617;yes;Большая Красная улица;;49;;
251795812;yes;Московская улица;;58/5;;Дом Карла Фукса
99038784;yes;улица Баумана;;51;3;
276218869;yes;;;;;
378326106;yes;;;;;
91856514;yes;;;;;
97554005;yes;улица Пушкина;;2;5;
91856553;yes;улица Дзержинского;;25;;
106312153;yes;Московская улица;;53;;
408428076;yes;улица Лобачевского;;9;;Дом Стахеева
99038772;yes;;;;4;
91856495;yes;Большая Красная улица;;30;3;
129284991;yes;улица Жуковского;;28А;;
111719059;yes;улица Тельмана;;32;;
81560033;yes;улица Нариманова;;1;;
96027441;school;улица Горького;;16;2;Гимназия №3
90178063;yes;улица Баумана;;44/8;3;
81560094;yes;Привокзальная площадь;;1;3;
90251745;yes;Большая Красная улица;;1;3;
157683904;yes;;;;;
111719070;yes;улица Тельмана;;42;;
500009583;yes;;;;;
157683924;yes;улица Михаила Худякова;;11;;
91856532;yes;улица Лобачевского;;9/30;;
81559992;yes;улица Рустема Яхина;;6;3;
225812755;yes;;;;;
90155377;yes;;;;;
111719056;yes;Федосеевская улица;;58;;
92036229;yes;;;;;
105155997;yes;улица Миславского;;4;2;
401191948;yes;Большая Красная улица;;10;2;
104424214;yes;улица Горького;;17А;2;
105157454;yes;улица Миславского;;11;2;
230024402;yes;Привокзальная площадь;;1Б;;
105152552;yes;Профсоюзная улица;;3/19;;
92033650;yes;улица Коротченко;;5;;
115079087;yes;улица Гоголя;;23;;
106312144;yes;;;;3;
92036233;yes;;;;;
104277474;yes;улица Бутлерова;;29;;
119437955;yes;Московская улица;;64А;;
91856629;yes;;;;4;
173332944;yes;улица Гоголя;;5;1;
225812763;yes;Московская улица;;60;2;
364073743;yes;улица Мусы Джалиля;;13;;
330049914;yes;улица Галиаскара Камала;;4А;4;
227222913;yes;;;;2;
194885200;yes;улица Островского;;6;3;
104277483;yes;;;;;
118041636;yes;улица Маяковского;;21;9;
104173235;yes;улица Маяковского;;29;;
99038787;yes;Профсоюзная улица;;48;3;
104277490;yes;улица Некрасова;;38;5;
105157462;yes;улица Карла Маркса;;8;1;
90251776;yes;Большая Красная улица;;1А;5;
251795816;yes;;;;;
92036245;yes;Московская улица;;1Б;;
104528782;yes;;;;;
220006793;yes;;;;;
106312173;yes;;;;;
118041634;yes;улица Некрасова;;35;5;
81560045;yes;улица Рустема Яхина;;13;2;
104281620;yes;улица Маяковского;;30/16;4;
427983258;yes;улица Лобачевского;;4;3;
115079094;yes;улица Карла Маркса;;47/2;;
98534746;detached;;;;;
173332936;yes;улица Гоголя;;3;;
90178096;yes;улица Чернышевского;;9;;
98534783;detached;;;;;
104528781;apartments;Катановский переулок;;7;;
119437957;yes;;;;;
500009584;yes;;;;;
111719074;yes;улица Тельмана;;13;;
104424228;yes;улица Горького;;17;4;
115079097;yes;улица Карла Маркса;;49А;2;
177268080;yes;улица Бурхана Шахиди;;1;5;
106312158;yes;;;;;
172279692;yes;;;;7;
115079114;yes;Большая Красная улица;;54;4;
104528793;apartments;Катановский переулок;;5;;
115079096;hospital;Большая Красная улица;;51;;Роддом №3 (Красный крест)
324744802;yes;;;;;
157683900;yes;улица Михаила Худякова;;7;;
251795815;yes;;;;;
323945643;yes;;;;1;
91856574;yes;улица Карла Маркса;;27;2;
104280735;yes;улица Маяковского;;28;;
281805814;yes;;;;1;
194902862;yes;;;;;
91856484;yes;улица Лобачевского;;4А;2;
418975201;yes;улица Чернышевского;;7;3;
194885198;yes;улица Островского;;8;3;
90178079;yes;улица Чернышевского;;21/19;1;
104424235;yes;улица Карла Маркса;;54;;
91856489;yes;Кремлёвская улица;;18 к9;;
225812745;yes;;;;;
111719086;yes;улица Тельмана;;30;;
106312171;yes;Лево-Булачная улица;;44;4;
119437968;yes;;;;;
262236765;apartments;Большая Красная улица;;32;4;
104424234;yes;;;;;
95948964;yes;улица Островского;;38;6;
324744803;yes;;;;;
105301872;roof;;;;;
251795813;yes;;;;;
90178078;yes;улица Карла Маркса;;7;2;
107063766;yes;улица Гоголя;;11А;;
453272925;yes;;;;;
98534708;detached;Федосеевская улица;;31А;;
340960029;yes;;;;;
130828015;yes;Большая Красная улица;;12;2;
104281615;college;улица Гоголя;;2;2;
92033635;yes;;;;;
231904978;yes;улица Тельмана;;19;;
99038801;yes;улица Пушкина;;9;4;ГУМ
96027440;yes;улица Гоголя;;9;5;
98534691;detached;;;;;
363911035;yes;улица Лобачевского;;15 к1;;
98534697;detached;улица Набережная Казанки;;5;;
106312146;yes;улица Галиаскара Камала;;4;3;
91856513;yes;;;;;
